"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"Deputado Estadual";"43222";"LUCIANO MARTINS DE MOURA";"LUCIANO MOURA";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"310";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10555";"KELLY KENNYA MAIA DE MORAIS";"KELLY MAIA ";"PRB";"PRB / AVANTE";"1";"Suplente";"304";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31123";"IRISMAR MOURA DA FONSECA";"IRISMAR FONSECA";"PHS";"PT / PC do B / PHS";"1";"Suplente";"292";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77611";"DIOCLECIO DE OLIVEIRA";"DIOCLÉCIO";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"286";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50015";"RODRIGO SOARES DOS SANTOS";"RODRIGO SANTOS";"PSOL";"PSOL";"1";"Suplente";"279";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77007";"RADIR PEREIRA DE MOURA JUNIOR";"RADIR MORAL";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"275";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70555";"ERIVANDA BARBOSA BELO";"ERIVANDA BELO";"AVANTE";"PRB / AVANTE";"1";"Suplente";"270";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27007";"MARISA EUNICE NOIA MONTORIL DE LIMA";"MARISA NOIA";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"264";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13337";"SAYONARA PEREIRA CHACON DE ARAÚJO";"SAYONARA CHACON";"PT";"PT / PC do B / PHS";"1";"Suplente";"262";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70777";"JOSE DANIEL LISBOA ARRUDA MELO";"DANIEL ARRUDA";"AVANTE";"PRB / AVANTE";"1";"Suplente";"261";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"19000";"NILTON ALEXANDRE GUEDES DA SILVA";"PROFESSOR SOMBRA";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"258";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50999";"CLYMARY CARDOSO FERREIRA SALVINO";"CLYMARY";"PSOL";"PSOL";"1";"Suplente";"255";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70007";"JONATAS MICAEL MELO FELIX";"MICAEL MELO";"AVANTE";"PRB / AVANTE";"1";"Suplente";"253";"0";"1686592";",02";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17555";"LUZIANE FLAUZINO DA SILVA";"LUZIANE FLAUZINO";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"251";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"51000";"ANGÉLICA SILVIA CABRAL DE OLIVEIRA";"ANGÉLICA SILVIA";"PATRI";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"250";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"12111";"GABRIELA BRAGA SALERNO";"GABRIELA SALERNO";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"249";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50777";"KATIA REJANE LIMA DE MOURA";"PROF KATIA REJANE";"PSOL";"PSOL";"1";"Suplente";"246";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50003";"RAIMUNDO NONATO NUNES";"RAIMUNDO BARATA";"PSOL";"PSOL";"1";"Suplente";"242";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70444";"JORGE LUIZ TEIXEIRA GUIMARAES";"DR. JORGE GUIMARAES";"AVANTE";"PRB / AVANTE";"1";"Suplente";"242";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65455";"VALDECLECIA VITORINO DA SILVA BEZERRA";"VALDECLECIA BEZERRA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"242";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27050";"RAIMUNDO NONATO SOBRINHO";"CINQUENTINHA";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"241";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70456";"MARINA ELOI DE MELO";"MARINA MELO";"AVANTE";"PRB / AVANTE";"1";"Suplente";"240";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35110";"MIGUEL PINHEIRO DA SILVA";"MIGUEL PINHEIRO";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"236";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18777";"JOCELIO LEANDRO DA COSTA";"JOCÉLIO BARBEIRO";"REDE";"REDE";"1";"Não eleito";"236";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50666";"CARLOS ANTONIO SANTANA";"CARLOS SANTANA";"PSOL";"PSOL";"1";"Suplente";"235";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10005";"PATRICIA LUIZ DO NASCIMENTO";"PATRICIA NASCIMENTO";"PRB";"PRB / AVANTE";"1";"Suplente";"232";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"40000";"ALCIONY REGIA SOARES SANTOS";"ALCIONY REGIA";"PSB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"228";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10100";"RAPHAEL ARAUJO DE HOLANDA";"RAPHAEL HOLANDA";"PRB";"PRB / AVANTE";"1";"Suplente";"228";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17456";"TIAGO SOLANO DIAS FERNANDES";"TIAGO SOLANO";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"226";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18000";"VALDENILSON SEVERINO DA SILVA";"ZECA SILVA";"REDE";"REDE";"1";"Não eleito";"223";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10456";"DUNAY LIMA DE OLIVEIRA";"DUNAY LIMA";"PRB";"PRB / AVANTE";"1";"Suplente";"222";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77778";"MARIA BETANIA ARAUJO DANTAS";"BETÂNIA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"221";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70100";"RICARDO JOSE FERNANDES RODRIGUES";"RICARDO DO CECAP";"AVANTE";"PRB / AVANTE";"1";"Suplente";"220";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70190";"ELZIMAR PEIXOTO MONTEIRO";"ELZIMAR";"AVANTE";"PRB / AVANTE";"1";"Suplente";"217";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50321";"LARA BIANCK DE OLIVEIRA CONFESSOR";"LARA BIANCK";"PSOL";"PSOL";"1";"Suplente";"207";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"20999";"JOSÉ ANTÕNIO LUCAS NEVES";"LUCAS TUR";"PSC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"206";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50007";"DARIO GONÇALVES DA SILVA";"DARIO SILVA";"PSOL";"PSOL";"1";"Suplente";"206";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77077";"LEANDRO PALHARINI";"LEANDRO PALHARINI";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"205";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65888";"SAMARA FRANCIONE DA SILVA ARAUJO";"SAMARA FRANCIONE";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"202";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50333";"LUCINEIA FLORENCIO DE OLIVEIRA MIRANDA DE LIMA";"LUCINEIA FLORENCIO";"PSOL";"PSOL";"1";"Suplente";"200";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31666";"NIEDSON ROCHA DE SOUZA";"NIEDSON ROCHA";"PHS";"PT / PC do B / PHS";"1";"Suplente";"197";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70666";"LUCICLEIDE MARIA TENÓRIO TORRES";"CLEIDINHA";"AVANTE";"PRB / AVANTE";"1";"Suplente";"196";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"54192";"JOSÉ ERIVAN FERREIRA CONFESSOR";"XERIFE SARUÊ";"PPL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"185";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77100";"DANIELE DE SOUTO SILVA";"DANIELE ALECRIM";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"185";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50221";"FRANCISCO EVANGELISTA DA SILVA";"EVANGELISTA";"PSOL";"PSOL";"1";"Suplente";"183";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43099";"JOSE IVONALDO DE ARAUJO";"PROF. IVONALDO";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"176";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50800";"SONAYRA KEZIA FELICIO VICTOR";"SOL VICTOR";"PSOL";"PSOL";"1";"Suplente";"174";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"28000";"JULIO CESAR GARCIA DE LIMA";"JULIO CESAR";"PRTB";"PRTB";"1";"Não eleito";"173";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77987";"MICHELLE PEDROSA E SILVA";"MICHELLE PEDROSA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"172";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"90123";"CAROLINE ISRAELLY DA SILVA MARTINS";"CAROL";"PROS";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"166";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"36123";"JOSE ADAILTON DA SILVA FERREIRA";"JOSE ADAILTON";"PTC";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"163";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50001";"FRANCISCO ERIVALDO DA COSTA";"ARI DO PAZABELE";"PSOL";"PSOL";"1";"Suplente";"160";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17999";"LUCIMAR GOMES DA SILVA";"LUCIMAR GOMES";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"160";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77223";"DAMIANA CASSIA DA SILVA";"CÁSSIA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"158";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77043";"ILKA KARLA VALENCA TENORIO";"ILKA KARLA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"156";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"51222";"SEBASTIÃO MARCIO BEZERRA";"MARCIO DO MEIO AMBIENTE";"PATRI";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"155";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18555";"GILBERTO BALBINO DA COSTA";"INSTRUTOR BALBINO";"REDE";"REDE";"1";"Não eleito";"154";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77678";"JOSÉ FRANCIMARIO FIDELIS";"PAVÃO GOLEIRO";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"152";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"19700";"ARNOBIO ALVES DE LIMA";"ARNÓBIO LEÃO";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"151";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"40888";"ELISANGELA MARIA DE OLIVEIRA";"ELISÂNGELA OLIVEIRA";"PSB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"148";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77110";"JORDANA KAROLINA FERNANDES PEREIRA";"JORDANA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"145";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43443";"ELIANA TORRES DOS SANTOS";"PROFESSORA ELIANA";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"143";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"51555";"MAYARA ANDRADE ALVES DO NASCIMENTO";"MAYARA";"PATRI";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"138";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50551";"MOACIR GOMES DA SILVA";"MOACIR GAROTINHO";"PSOL";"PSOL";"1";"Suplente";"135";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"19144";"ANTONIO FERNANDES ANDRADE DE SOUZA";"ELVES SHOW";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"133";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13444";"MARICELMA PEREIRA";"MARICELMA PEREIRA";"PT";"PT / PC do B / PHS";"1";"Suplente";"128";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10001";"LUCIO FLAVIO CAVALCANTE";"LÚCIO FLÁVIO";"PRB";"PRB / AVANTE";"1";"Suplente";"127";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65111";"RENIER LUIZ MARTINS MENDES";"PROFESSOR RENIER";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"126";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"28111";"RAIMUNDO RAMIRO DA SILVA";"RAMIRO";"PRTB";"PRTB";"1";"Não eleito";"126";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43607";"LAILSON ROSALINO MOTA";"LAILSON MOTA";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"120";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18881";"ANA MARIA QUERINO DOS SANTOS";"ANA MARIA QUERINO DOS SANTOS";"REDE";"REDE";"1";"Não eleito";"116";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10777";"LENILDA DA SILVA RODRIGUES";"LENILDA RODRIGUES";"PRB";"PRB / AVANTE";"1";"Suplente";"113";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10113";"FRANCISCO DE ASSIS TAVARES";"FRANCISCO TAVARES";"PRB";"PRB / AVANTE";"1";"Suplente";"112";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10444";"JOÃO MARIA LEITE DE SOUSA";"DIDI DUARTE";"PRB";"PRB / AVANTE";"1";"Suplente";"111";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27027";"MANOEL BENEDITO DOS SANTOS";"DOS SANTOS";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"109";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77700";"MARIA ROZEILDA DA SILVA";"ROZEILDA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"109";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"28012";"ESIEL GALDINO DE OLIVEIRA";"ESIEL GALDINO";"PRTB";"PRTB";"1";"Não eleito";"108";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77666";"ANTONIA ERINALDA SOARES";"ANTONIA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"106";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27272";"JAECIO DE OLIVEIRA CARLOS";"JAECIO CARLOS";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"92";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70488";"MARIA LUCIA VIEIRA DE SOUTO";"LUCIA ARTESÃ";"AVANTE";"PRB / AVANTE";"1";"Suplente";"92";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50050";"GESONITA MORAIS DOS SANTOS";"GESONITA MORAIS";"PSOL";"PSOL";"1";"Suplente";"91";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10111";"SIRIO DE NAZARE AMARAL PINHEIRO";"SÍRIO PINHEIRO";"PRB";"PRB / AVANTE";"1";"Suplente";"88";"0";"1686592";",01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18018";"CRISTINA GOMES DE AGUIAR";"CRISTINA AGUIAR";"REDE";"REDE";"1";"Não eleito";"84";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27103";"RITA DE CASSIA RODRIGUES MARQUES";"CASSIA MADRID";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"80";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18180";"FRANCIMERE DIONISIO DA SILVA LIMA EVANGELISTA";"FRANCIMERE DIONISIO";"REDE";"REDE";"1";"Não eleito";"77";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31444";"CLESIOSÂNGINA NUNES ABRANTES";"PROFª CLÉO";"PHS";"PT / PC do B / PHS";"1";"Suplente";"76";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55200";"MARIA DE FATIMA GURGEL DE SOUSA";"MOCINHA DE BARROCAS";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"76";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"19111";"VANIA MARIA ARCANJO DA SILVA";"VANIA INDIA DO CATÚ";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"75";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31999";"LUCILENE DO NASCIMENTO LIMA";"LUCILENE LIMA";"PHS";"PT / PC do B / PHS";"1";"Suplente";"74";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10999";"TAINAH TORRES";"TAINAH TORRES";"PRB";"PRB / AVANTE";"1";"Suplente";"64";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65779";"SEVERINA RAMOS DA CUNHA";"RAMA CUNHA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"63";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27999";"JULIETA DE LIMA MAGALHAES";"JULIETA MAGALHAES";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"60";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43100";"ANA MARIA FIGUEIREDO FORMIGA";"ANA MARIA";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"55";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27112";"DAURIENE DE SOUZA SILVA";"DAURI";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"48";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"14321";"RENATO BRENO FERREIRA DA SILVA";"RENATO BRENO";"PTB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"43";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"29029";"HENRIQUE OTHON COSTA DE LYRA";"HENRIQUE LYRA";"PCO";"PCO";"1";"Não eleito";"43";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43777";"MARIA JOSÉ ALMEIDA DE LIMA";"MARIA JOSÉ DO PV";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"39";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65666";"MARIA DO SOCORRO MARIANO DA CUNHA";"MARIA CUNHA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"39";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50357";"RAQUEL KADIDJA DE OLIVEIRA";"RAQUEL OLIVEIRA";"PSOL";"PSOL";"1";"Suplente";"38";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31888";"GILENE MEDEIROS DE OLIVEIRA LIBANIO";"GILENE MEDEIROS";"PHS";"PT / PC do B / PHS";"1";"Suplente";"34";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10500";"GEANE DA SILVA MARINHO CANARIO";"GEANE CANÁRIO ";"PRB";"PRB / AVANTE";"1";"Suplente";"29";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77680";"FRANCISCO DAS CHAGAS LAU JUNIOR";"JUNIOR LAU";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"28";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70870";"MARCIONILA NAYARA SOUZA DA SILVA";"DRA. MARCIONILA";"AVANTE";"PRB / AVANTE";"1";"Suplente";"27";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10300";"PAMMELA DE OLIVEIRA EVARISTO DOURADO";"PAMMELA DOURADO";"PRB";"PRB / AVANTE";"1";"Suplente";"23";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"19133";"GIDLAF MACÁRIO DE MORAIS";"GID MACARIO";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"9";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"28060";"ANA CRISTINA DA SILVA MELO";"CRISTINA MELO";"PRTB";"PRTB";"1";"Não eleito";"4";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77015";"JOSE MARCIEL NOGUEIRA";"MARCIEL JORNALISTA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"4";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"12007";"DUCIRENE MOURA DE OLIVEIRA";"DUCIRENE OLIVEIRA";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77999";"CRIZELDA MARIA LEITÃO DE ALMEIDA";"CRIZELDA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55111";"RUDSON RAIMUNDO HONORIO LISBOA";"DISON LISBOA";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13777";"MARY REGINA DOS SANTOS COSTA";"SARGENTA REGINA";"PT";"PT / PC do B / PHS";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"12444";"ANTONIO FERREIRA DO NASCIMENTO";"ANTONIO FERREIRA";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"27222";"ANTONIA GIRLANDE DA SILVA";"IRMÃ GIGI";"DC";"PATRI / PSL / PSC / DC / PPL";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50789";"ANA CRISTINA DE LIMA";"PROF ANA CRISTINA";"PSOL";"PSOL";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"90000";"JOSÉ ARISTÓTELES CHAVES";"DR. ARI";"PROS";"PR / PSB / PSDB / PSD / PROS";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"43234";"CLEYDSON WAGNER BEZERRA DE MOURA";"WAGNER MOURA";"PV";"PV / SOLIDARIEDADE";"1";"Suplente";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"18188";"EDSON BEZERRA DE OLIVEIRA";"EDSON BEZERRA";"REDE";"REDE";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10200";"EMANUEL MARQUES DO NASCIMENTO";"JOÃOZINHO PESCADOR";"PRB";"PRB / AVANTE";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"44999";"LOURIVAL RIBEIRO DA SILVA";"LOURIVAL RIBEIRO";"PRP";"PTB / PPS / PMB / PTC / PRP";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"20123";"ERIVAN ALVES FARIAS";"ERIVAN DE SEU ELINO";"PSC";"PATRI / PSL / PSC / DC / PPL";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45611";"RAYANE BARBOSA DA SILVA";"RAYANE";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Não eleito";"0";"0";"1686592";"0";"18/12/2018 12:38:35"
